Latitude,Longitude,altitude,Distance,Pitch angle,Velocity,Time(secs),Acceleration
53.37116057,-113.3831797,757.74,337,268.3,72.47,2871,25.24207593
442760085,-940902734,1,151,-231,186,4800,38.75
39.04716767,127.5243713,599,507,-255.7857143,8.235639973,777.5,10.59246299
39.79075557,125.9241728,138,600,-640.0357143,6.388911001,1519.5,4.204614018
442760087,-940902736,2,152,-232,125,4105,30.45066991
32.248941,-119.880571,10271.15,381.8327,-53,894,386,2316.062176
34.159175,-118.326395,5580.93,109.1043,68,895,142,6302.816901
39.06572221,124.3117507,985,1203,-129.4285714,8.84292012,533.5,16.57529545
53.4020716,-113.3035772,777.63,346,161.3,97.2,2547,38.16254417
37.93905218,127.7581904,94,522,-621.3928571,6.478509711,1483.5,4.367043958
30.96856,-120.516701,10417.84,549.5349,88,897,528,1698.863636
53.41012174,-113.6193788,712.49,281,88.6,97.69,1524,64.10104987
28.22446,-120.517025,10418.99,853.4932,-54,912,780,1169.230769
442760086,-940902735,2,119,-234,147,4700,31.27659574
53.41426458,-113.2974438,783.96,233,173.3,70.25,270,260.1851852
30.07985,-120.516893,10422.76,648.0041,64,894,610,1465.57377
25.529269,-120.517124,1906.35,1151.633,82,882,1108,796.0288809
53.67960593,-113.3355214,705.24,247,269.1,76.88,2136,35.99250936
53.48704167,-113.7834532,747.92,380,120.9,79.33,969,81.86790506
442760088,-940902736,1,171,-235,157,3230,48.60681115
442760087,-940902737,2,135,-234,129,3340,38.62275449
39.412594,125.89031,150,650,28,15,93.5,160.4278075
53.66919148,-113.5233178,724.22,249,44.4,85.96,1710,50.26900585
25.570451,-120.51687,1602.89,1147.061,66,899,1102,815.7894737
17.348959,-120.516763,4563.9,2057.164,70,908,1986,457.2004028
37.11467376,126.830829,372,697,-295.1428571,8.04648714,853.5,9.427635782
39.43429986,127.8475037,510,1180,-642.1071429,6.378955589,1523.5,4.187040098
53.49535429,-113.3616952,748.96,305,142.6,69.68,1089,63.98530762
39.90828492,126.7891425,1300,977,-262,8.205773736,789.5,10.39363361
39.94389729,125.9169591,534,1089,-662.8214286,6.279401466,1563.5,4.01624654
53.38249923,-113.5754539,722.08,300,91.5,82.2,573,143.4554974
442760087,-940902743,5,145,-235,164,785,208.9171975
38.65714803,126.6721048,877,608,-590.3214286,6.627840895,1423.5,4.656017489
442760087,-940902737,5,181,-233,173,3720,46.50537634
53.42267064,-113.3132449,754.52,398,269.5,63.53,834,76.17505995
17.739635,-120.517163,2825.72,2013.786,21,892,1940,459.7938144
53.70590029,-113.4428367,702.89,324,2,69.25,1122,61.7201426
53.40111507,-113.3046947,765.65,349,357.6,67.47,885,76.23728814
53.66233198,-113.2535728,649.53,304,89.5,82.5,75,1100
53.50686189,-113.7103696,741.67,381,209.2,71.66,1164,61.56357388
39.1437587,124.775511,1179,1174,-513.6785714,6.996191148,1275.5,5.48505774
53.40902045,-113.6337376,710.24,355,90.7,77.96,252,309.3650794
442760086,-940902739,2,169,-233,101,1530,66.0130719
53.46509284,-113.7541946,737.44,362,33.8,63.73,564,112.9964539
37.69693663,127.806218,550,506,-112.8571429,8.922563418,501.5,17.79175158
442760087,-940902737,3,156,-232,153,3670,41.6893733
442760087,-940902737,2,179,-231,126,4375,28.8
39.70198918,127.854306,739,629,-309.6428571,7.976799254,881.5,9.049119971
442760086,-940902736,2,128,-232,180,4295,41.90919674
442760086,-940902742,5,193,-235,158,840,188.0952381
53.49150431,-113.7864256,748.79,326,358.5,65.94,810,81.40740741
442760087,-940902744,3,119,-232,171,460,371.7391304
442760086,-940902737,1,176,-230,127,4275,29.70760234
37.22690026,124.3542806,115,586,11.42857143,9.519888153,261.5,36.40492602
53.64167673,-113.2657522,649.29,384,204,61.68,2961,20.83080041
53.58660061,-113.6383252,733.01,234,3.4,77.1,2907,26.52218782
442760088,-940902745,6,174,-231,125,245,510.2040816
22.219938,-120.517039,10392.36,1518.339,27,885,1444,612.8808864
33.328269,-118.475681,7579.16,203.712,-32,881,232,3797.413793
442760087,-940902737,2,150,-233,129,3365,38.33580981
39.36951321,124.0201306,1298,500,-30,9.320779908,341.5,27.29364541
38.2302214,124.3086769,88,1211,-693.8928571,6.130070282,1623.5,3.77583633
442760086,-940902736,6,122,-235,127,4455,28.50729517
19.139796,-120.517111,3327.75,1858.891,-65,897,1744,514.3348624
53.60454323,-113.6188565,760.17,288,195.3,70.29,1848,38.03571429
442760087,-940902736,2,174,-231,142,2145,66.2004662
53.64978213,-113.505858,694.33,391,269.3,64.53,2550,25.30588235
53.43610816,-113.455574,739.11,334,100.6,71.54,720,99.36111111
27.735067,-120.516676,9173.7,907.6372,-4,890,826,1077.48184
442760087,-940902737,5,154,-233,163,3435,47.45269287
26.060443,-120.517328,837.96,1092.737,28,902,1026,879.1423002
24.651905,-120.516794,5994.32,1249.025,-40,900,1214,741.3509061
442760087,-940902737,2,142,-234,169,3290,51.36778116
31.80006,-120.452096,10415.23,455.3643,-55,920,448,2053.571429
34.504452,-118.023602,3558.61,60.52861,9,915,88,10397.72727
53.40700296,-113.5042367,723.51,228,202.6,75.16,1056,71.17424242
17.294365,-120.516708,4867.95,2063.191,82,920,1992,461.8473896
442760087,-940902737,2,155,-234,133,2660,50
20.087942,-120.516922,8340.38,1754.203,73,892,1638,544.5665446
27.229907,-120.517114,6416.96,963.4883,15,900,878,1025.056948
25.515504,-120.517068,2007.9,1153.157,85,915,1110,824.3243243
27.536895,-120.517175,8105.77,929.5231,78,905,846,1069.739953
38.8512778,124.054965,1285,1367,-526.1071429,6.936458674,1299.5,5.337790438
39.11252538,124.735284,821,539,-378,7.64827065,1013.5,7.546394327
38.89479351,127.072786,1379,1367,-772.6071429,5.751764617,1775.5,3.23951823
18.156628,-120.516796,179.94,1967.547,19,901,1882,478.7460149
442760087,-940902736,3,163,-237,177,2895,61.13989637
53.59729101,-113.6329211,750.43,358,46.1,86.13,2097,41.07296137
18.69565,-120.516818,798.58,1908.008,10,911,1802,505.5493896
37.33272077,127.3205093,720,1340,-716.6785714,6.020560748,1667.5,3.610531183
20.326325,-120.516611,9542.26,1727.871,29,899,1616,556.3118812
34.335072,-118.145372,4625.98,82.41751,-3,885,112,7901.785714
37.36633716,126.3682789,1227,1132,-163.6071429,8.678655818,599.5,14.47649011
37.21728292,124.373471,318,990,-756.0357143,5.831407915,1743.5,3.344656103
34.518582,-118.014774,3519.39,58.72936,-32,889,86,10337.2093
37.49441211,128.875323,1140,1302,-741.5357143,5.901095801,1715.5,3.43986931
442760087,-940902741,3,105,-231,176,980,179.5918367
53.41716225,-113.300454,769.49,353,59.9,56.04,1878,29.84025559
37.83098162,126.8196569,1013,1312,-183.2857143,8.584079401,637.5,13.46522259
34.681816,-118.170886,1358.18,11.70185,-68,911,24,37958.33333
21.979025,-120.516896,10392.76,1545.001,3,889,1466,606.4120055
26.791087,-120.516982,3818.69,1011.989,-73,903,926,975.161987
39.14062452,125.5234035,1040,696,-478.4642857,7.165433156,1207.5,5.934106133
39.22130635,128.2070219,334,1342,-617.25,6.498420536,1475.5,4.404215883
442760085,-940902734,2,193,-232,176,4810,36.59043659
27.755551,-120.516708,9277.99,905.3773,73,910,824,1104.368932
39.27703092,124.0328948,443,1000,-80.75,9.076872308,439.5,20.65272425
38.48008225,126.3471761,1381,755,-583.0714286,6.662684838,1409.5,4.726984631
38.38908578,127.2118565,48,502,-356.25,7.752802479,971.5,7.980239299
442760089,-940902746,4,193,-228,133,130,1023.076923
53.50019823,-113.6605862,764.24,304,178.5,80.41,2169,37.07238359
27.47928,-120.517257,7788.36,935.893,77,917,852,1076.29108
37.20467984,124.7811963,733,555,-218.5,8.414837393,705.5,11.92748036
17.829583,-120.517152,2213.16,2003.843,-9,909,1928,471.473029
53.40141937,-113.3938048,754.28,298,0.8,71.54,678,105.5162242
26.621833,-120.517025,2989.99,1030.685,-15,910,946,961.9450317
442760087,-940902737,1,130,-232,129,3585,35.9832636
53.38167118,-113.5740248,718.56,349,270.1,72.9,660,110.4545455
442760086,-940902741,4,186,-231,118,1020,115.6862745
442760089,-940902746,5,118,-227,175,45,3888.888889
53.3807272,-113.4801419,731.34,345,91.7,76.88,1851,41.53430578
442760087,-940902737,1,137,-230,126,2015,62.53101737
53.67674552,-113.5353103,727.78,310,169.8,61.86,1947,31.77195686
442760086,-940902740,5,102,-233,157,1405,111.7437722
38.24820353,128.6738768,245,1128,-782.9642857,5.701987556,1795.5,3.17571014
22.307919,-120.516816,10393.54,1508.606,39,888,1436,618.3844011
53.6720525,-113.5199753,722.27,283,48.3,66.35,2622,25.3051106
53.69524061,-113.340916,687.92,277,273.5,86.08,1152,74.72222222
442760087,-940902737,3,170,-232,186,4385,42.41733181
442760086,-940902739,1,102,-232,185,1465,126.2798635
18.725598,-120.516727,971.8,1904.698,-90,913,1798,507.7864294
40.0368,128.1839,195,586,71,11,141.5,77.7385159
442760086,-940902735,5,169,-234,187,4695,39.82960596
442760087,-940902736,6,168,-232,138,3465,39.82683983
53.45470923,-113.7682575,721.2,352,300.9,64.71,108,599.1666667
39.66443352,128.1621789,339,1378,-320,7.927022193,901.5,8.793147191
442760089,-940902746,4,157,-227,104,70,1485.714286
53.67045598,-113.3553359,709.79,387,32.4,84.91,2094,40.54918816
37.78546863,127.4075195,1077,586,13.5,9.529843565,257.5,37.00910122
442760087,-940902737,2,123,-232,160,3600,44.44444444
442760086,-940902737,3,153,-230,160,4020,39.80099502
53.52241458,-113.7933917,739.38,359,344.5,77.35,1875,41.25333333
53.67013254,-113.4079979,690.8,300,287.6,72.47,1422,50.96343179
53.44897729,-113.6917948,716.61,222,47.2,73.22,1869,39.17602996
39.38216451,127.912967,620,1252,-631.75,6.42873265,1503.5,4.275844795
38.34094421,125.294835,808,565,-99.39285714,8.987273598,475.5,18.90068054
53.51759286,-113.7309585,755.18,369,90.3,103.63,2988,34.68206158
53.56342932,-113.3370105,743.35,338,1.1,91.24,2673,34.13393191
53.55473183,-113.7564354,735.48,203,129.4,71.29,1890,37.71957672
34.597551,-117.961517,3276.55,48.61222,-17,900,74,12162.16216
24.399335,-120.517268,6805.14,1277.041,-31,893,1240,720.1612903
39.92818548,126.9508417,185,1321,-694.9285714,6.125092576,1625.5,3.768128315
37.52746722,124.7354441,1296,957,-606.8928571,6.548197597,1455.5,4.498933423
442760086,-940902735,3,154,-234,146,4685,31.16328709
53.42505166,-113.3822945,785.89,246,88.9,61.52,1245,49.41365462
39.1565518,125.382175,395,898,-379.0357143,7.643292944,1015.5,7.526630176
442760087,-940902737,2,171,-232,133,3485,38.16355811
39.49063891,124.2888405,947,1046,-272.3571429,8.155996675,809.5,10.07535105
442760087,-940902742,2,159,-229,180,1145,157.2052402
37.84503514,125.7122488,1373,1178,-158.4285714,8.703544348,589.5,14.76428218
442760087,-940902744,5,199,-233,108,545,198.1651376
442760085,-940902734,3,179,-232,172,4805,35.79604579
442760086,-940902740,4,124,-233,186,1440,129.1666667
38.74111179,127.1503675,528,843,-481.5714286,7.150500038,1213.5,5.892459858
442760087,-940902737,1,168,-232,103,2440,42.21311475
53.56746235,-113.7186212,737.23,225,81,65.25,1125,58
39.86065137,126.543431,491,1032,-730.1428571,5.955850568,1693.5,3.516888437
53.40693392,-113.3055697,780.27,215,14.3,78.79,2079,37.8980279
442760088,-940902736,5,166,-235,143,3240,44.13580247
442760086,-940902739,5,198,-232,167,1460,114.3835616
53.40064143,-113.6033603,722.02,304,12.7,53.48,618,86.53721683
21.540273,-120.516753,10390.02,1593.57,-22,886,1506,588.313413
18.710621,-120.516749,885.2,1906.354,-1,919,1800,510.5555556
39.03943298,125.736864,999,1218,-732.2142857,5.945895156,1697.5,3.502736469
442760086,-940902737,4,173,-231,165,4040,40.84158416
53.65456472,-113.2732949,641.15,249,2.6,82.05,138,594.5652174
53.40218758,-113.4096316,769.15,363,225.4,75.81,1476,51.36178862
53.65108927,-113.353615,675.65,360,89,81.83,378,216.4814815
38.67794242,128.9543688,1370,936,-101.4642857,8.977318185,479.5,18.72224856
38.90268345,127.9252947,781,1373,-556.1428571,6.792105197,1357.5,5.00339241
53.37978382,-113.3718568,762.33,338,199.3,78.44,78,1005.641026
442760086,-940902736,4,191,-234,100,4555,21.95389682
442760087,-940902736,6,187,-235,125,2535,49.30966469
30.29827,-120.516883,10419.22,623.8017,-13,907,590,1537.288136
53.5765092,-113.6325809,742.88,362,73.5,49.66,39,1273.333333
442760086,-940902741,3,177,-230,170,1290,131.7829457
39.71468453,127.4284406,1112,522,-376.9642857,7.653248356,1011.5,7.566236635
38.66826016,125.6493778,751,,-83.85714286,9.061939189,445.5,20.34105317
32.733569,-119.259177,9618,302.3308,39,889,318,2795.597484
39.60818703,126.127842,549,564,-409.0714286,7.498939466,1073.5,6.985504859
31.943367,-120.266725,10417.37,431.6648,84,887,428,2072.429907
53.49236449,-113.3319408,747.76,262,271.8,68.53,2028,33.79191321
53.5017414,-113.7355106,734.23,218,177.7,70.24,1884,37.28237792
39.15377784,126.7155852,463,280,-93.17857143,9.017139834,463.5,19.45445487
442760087,-940902736,5,125,-232,121,4405,27.46878547
18.578707,-120.517194,311.91,1920.902,5,912,1818,501.650165
27.987353,-120.517113,10392.61,879.7327,81,897,802,1118.453865
25.038525,-120.517089,4385.3,1206.177,69,908,1172,774.7440273
442760086,-940902736,2,200,-232,118,4305,27.40998839
53.64574886,-113.3507522,676.39,235,91.5,73.6,1392,52.87356322
17.799564,-120.517144,2416.38,2007.159,-33,886,1932,458.5921325
32.706072,-119.29524,9663.7,306.8948,-49,880,322,2732.919255
32.85843,-119.097526,9258.69,281.8078,70,916,300,3053.333333
34.361708,-118.123559,4385.22,78.8673,0,884,108,8185.185185
442760086,-940902735,2,186,-230,141,4920,28.65853659
38.83371268,128.5258834,592,967,25.92857143,9.589576038,233.5,41.06884813
38.8485584,127.4700853,555,967,28,9.599531451,229.5,41.82802375
23.59451,-120.516732,8917.53,1366.174,-18,916,1318,694.9924127
442760086,-940902736,2,111,-232,137,4605,29.75027144
23.404341,-120.516772,9288.24,1387.229,-53,899,1336,672.9041916
53.71552235,-113.3439078,693.23,289,200.8,79.55,1374,57.89665211
53.39882166,-113.4754187,750.69,202,180.5,76.14,882,86.32653061
53.37595339,-113.421253,748.52,353,358.8,68.13,1467,46.44171779
53.40076859,-113.3069471,761.42,376,1.2,67.83,2025,33.4962963
26.375434,-120.516794,1885.93,1057.899,59,885,978,904.9079755
39.16573818,125.0361247,249,1080,-274.4285714,8.146041263,813.5,10.01357254
31.857653,-120.378396,10412.83,445.8789,45,892,440,2027.272727
38.39615775,124.1525671,986,817,-229.8928571,8.360082626,727.5,11.49152251
53.44078349,-113.3362776,755.33,249,198.1,62.49,1479,42.2515213
37.1129318,126.4481054,495,1007,-416.3214286,7.464095524,1087.5,6.863536114
442760086,-940902737,4,102,-231,153,4050,37.77777778
53.65106517,-113.3823598,752.6,305,236.5,117.55,1116,105.3315412
22.329995,-120.516873,10393.62,1506.168,24,894,1434,623.4309623
53.43415621,-113.5150073,751.35,259,287.3,49.32,2667,18.49268841
53.65069615,-113.2759801,619.48,248,0.5,74.18,189,392.4867725
53.42058116,-113.6648097,671.09,329,186.2,56.08,2190,25.60730594
53.50292016,-113.3355967,736.66,252,2.4,83.85,933,89.87138264
442760087,-940902737,1,142,-232,189,2380,79.41176471
39.68662521,128.3769825,1123,280,31.10714286,9.614464569,223.5,43.01773856
40.0368,128.1839,195,586,41,9,145.5,61.8556701
53.63896681,-113.5643611,733.31,388,180.1,93.82,237,395.8649789
442760086,-940902740,3,166,-231,132,1485,88.88888889
442760087,-940902736,4,179,-235,170,2675,63.55140187
53.4124414,-113.4949714,725.53,383,203.1,79.54,2607,30.51016494
38.67348561,127.4486415,1370,1311,-333.4642857,7.862312014,927.5,8.476886268
53.39562279,-113.3033508,772.99,220,275.2,71.06,2073,34.27882296
442760087,-940902737,3,152,-230,141,4365,32.3024055
19.5945,-120.516775,5817.95,1808.645,1,908,1690,537.2781065
53.63044538,-113.2542824,665.88,204,93,81.96,2433,33.68680641
442760087,-940902737,1,160,-230,174,3980,43.71859296
39.1677,127.4817,0,1000,-49,14,205.5,68.12652068
22.84363,-120.516773,10069.65,1449.341,-73,886,1388,638.3285303
442760086,-940902738,1,103,-231,150,1645,91.18541033
442760086,-940902735,4,123,-231,188,4960,37.90322581
53.4462061,-113.6647511,734.31,347,160.6,58.69,447,131.2975391
53.64836367,-113.2731917,621.65,210,0,74.21,1482,50.07422402
53.49612373,-113.7476504,750.71,242,22.7,74.99,1962,38.22120285
19.253007,-120.51678,3944,1846.372,-30,882,1730,509.8265896
27.135795,-120.517052,5871.32,973.8881,-27,892,888,1004.504505
33.800621,-118.367932,6481.01,149.1416,1,900,182,4945.054945
53.54654921,-113.3278046,748.36,358,294.1,35.78,2580,13.86821705
30.276467,-120.516879,10418.49,626.2165,-66,882,592,1489.864865
442760088,-940902736,4,186,-235,136,2765,49.18625678
32.29238,-119.825252,10217.43,374.7416,65,913,380,2402.631579
18.038171,-120.516696,753.33,1980.721,68,888,1900,467.3684211
53.38432896,-113.441096,730.64,383,181.9,72.07,2868,25.12900976
53.55304608,-113.7177615,751.7,314,47.2,72.98,15,4865.333333
38.76153586,128.5157342,943,1312,-111.8214286,8.927541124,499.5,17.8729552
442760087,-940902743,4,137,-235,150,735,204.0816327
25.584113,-120.516936,1500.61,1145.548,-65,899,1100,817.2727273
20.612949,-120.516682,10387.33,1696.167,-85,912,1590,573.5849057
442760087,-940902737,4,131,-230,155,3625,42.75862069
53.64038683,-113.2506234,627.16,358,181.5,76.49,864,88.53009259
37.43571615,128.6377895,1286,1011,-278.5714286,8.126130438,821.5,9.891820375
21.231727,-120.517217,10392.9,1627.713,-53,887,1534,578.2268579
442760087,-940902738,3,157,-231,140,1810,77.3480663
53.37855561,-113.6031742,710.96,269,164.9,89.79,819,109.6336996
19.076376,-120.516783,2981.26,1865.888,22,913,1752,521.1187215
442760088,-940902744,1,162,-232,185,350,528.5714286
53.43505937,-113.4200958,761.77,357,91.4,60.1,777,77.34877735
38.89255302,124.8385496,1170,581,-489.8571429,7.110678389,1229.5,5.783390312
38.90044536,128.9948403,255,1037,-401.8214286,7.533783409,1059.5,7.110696941
53.37787123,-113.5763746,727.67,212,0.1,72.79,1689,43.09650681
442760086,-940902735,1,164,-231,154,4945,31.14256825
53.43535462,-113.3810935,802.72,322,259.2,80.89,24,3370.416667
39.75227364,124.08393,1274,1231,-277.5357143,8.131108144,819.5,9.922035563
22.865804,-120.517037,10045.1,1446.887,-19,892,1386,643.5786436
53.41514591,-113.5549855,726.6,274,219.1,67.59,1302,51.9124424
27.080024,-120.517075,5542.65,980.0507,-9,914,894,1022.371365
53.41927229,-113.4899291,733.69,352,22.6,83.73,681,122.9515419
23.106653,-120.517176,9753.43,1420.199,-24,905,1364,663.4897361
53.44704215,-113.5981325,718.81,399,331.3,72.54,2874,25.24008351
442760087,-940902737,3,133,-234,146,3325,43.90977444
53.65877246,-113.5502185,722.32,348,89.8,91.2,102,894.1176471
442760086,-940902739,4,115,-233,176,1550,113.5483871
38.97716072,128.7958145,1255,586,-28.96428571,9.325757614,339.5,27.46909459
53.65415014,-113.4185607,716.58,303,179.6,79.69,1794,44.42028986
53.58741235,-113.7039647,695.94,344,202.4,78.89,2751,28.67684478
53.38809136,-113.4439313,719.89,355,1.6,76.61,2940,26.05782313
39.05613153,128.7655254,255,947,-198.8214286,8.50941381,667.5,12.74818548
26.463922,-120.516747,2262.91,1048.119,85,893,966,924.4306418
38.09513174,127.2556391,1212,562,-359.3571429,7.73786936,977.5,7.915978885
53.70860261,-113.327049,679.58,397,264.6,79.52,2970,26.77441077
