Latitude,Longitude,Altitude ,Distance,Pitch angle,Velocity,Time(secs)
37.33272077,127.3205093,720,1340,-716.6785714,6.020560748,1667.5
20.326325,-120.516611,9542.26,1727.871,29,899,1616
34.335072,-118.145372,4625.98,82.41751,-3,885,112
37.36633716,126.3682789,1227,1132,-163.6071429,8.678655818,599.5
37.21728292,124.373471,318,990,-756.0357143,5.831407915,1743.5
34.518582,-118.014774,3519.39,58.72936,-32,889,86
37.49441211,128.875323,1140,1302,-741.5357143,5.901095801,1715.5
442760087,-940902741,3,105,-231,176,980
53.41716225,-113.300454,769.49,353,59.9,56.04,1878
37.83098162,126.8196569,1013,1312,-183.2857143,8.584079401,637.5
34.681816,-118.170886,1358.18,11.70185,-68,911,24
21.979025,-120.516896,10392.76,1545.001,3,889,1466
26.791087,-120.516982,3818.69,1011.989,-73,903,926
39.14062452,125.5234035,1040,696,-478.4642857,7.165433156,1207.5
39.22130635,128.2070219,334,1342,-617.25,6.498420536,1475.5
442760085,-940902734,2,193,-232,176,4810
27.755551,-120.516708,9277.99,905.3773,73,910,824
39.27703092,124.0328948,443,1000,-80.75,9.076872308,439.5
38.48008225,126.3471761,1381,755,-583.0714286,6.662684838,1409.5
38.38908578,127.2118565,48,502,-356.25,7.752802479,971.5
442760089,-940902746,4,193,-228,133,130
53.50019823,-113.6605862,764.24,304,178.5,80.41,2169
27.47928,-120.517257,7788.36,935.893,77,917,852
37.20467984,124.7811963,733,555,-218.5,8.414837393,705.5
17.829583,-120.517152,2213.16,2003.843,-9,909,1928
53.40141937,-113.3938048,754.28,298,0.8,71.54,678
26.621833,-120.517025,2989.99,1030.685,-15,910,946
442760087,-940902737,1,130,-232,129,3585
53.38167118,-113.5740248,718.56,349,270.1,72.9,660
442760086,-940902741,4,186,-231,118,1020
442760089,-940902746,5,118,-227,175,45
53.3807272,-113.4801419,731.34,345,91.7,76.88,1851
442760087,-940902737,1,137,-230,126,2015
53.67674552,-113.5353103,727.78,310,169.8,61.86,1947
442760086,-940902740,5,102,-233,157,1405
38.24820353,128.6738768,245,1128,-782.9642857,5.701987556,1795.5
22.307919,-120.516816,10393.54,1508.606,39,888,1436
53.6720525,-113.5199753,722.27,283,48.3,66.35,2622
53.69524061,-113.340916,687.92,277,273.5,86.08,1152
442760087,-940902737,3,170,-232,186,4385
442760086,-940902739,1,102,-232,185,1465
18.725598,-120.516727,971.8,1904.698,-90,913,1798
40.0368,128.1839,195,586,71,11,141.5
442760086,-940902735,5,169,-234,187,4695
442760087,-940902736,6,168,-232,138,3465
53.45470923,-113.7682575,721.2,352,300.9,64.71,108
39.66443352,128.1621789,339,1378,-320,7.927022193,901.5
442760089,-940902746,4,157,-227,104,70
53.67045598,-113.3553359,709.79,387,32.4,84.91,2094
37.78546863,127.4075195,1077,586,13.5,9.529843565,257.5
442760087,-940902737,2,123,-232,160,3600
442760086,-940902737,3,153,-230,160,4020
53.52241458,-113.7933917,739.38,359,344.5,77.35,1875
53.67013254,-113.4079979,690.8,300,287.6,72.47,1422
53.44897729,-113.6917948,716.61,222,47.2,73.22,1869
39.38216451,127.912967,620,1252,-631.75,6.42873265,1503.5
38.34094421,125.294835,808,565,-99.39285714,8.987273598,475.5
53.51759286,-113.7309585,755.18,369,90.3,103.63,2988
53.56342932,-113.3370105,743.35,338,1.1,91.24,2673
53.55473183,-113.7564354,735.48,203,129.4,71.29,1890
34.597551,-117.961517,3276.55,48.61222,-17,900,74
24.399335,-120.517268,6805.14,1277.041,-31,893,1240
39.92818548,126.9508417,185,1321,-694.9285714,6.125092576,1625.5
37.52746722,124.7354441,1296,957,-606.8928571,6.548197597,1455.5
442760086,-940902735,3,154,-234,146,4685
53.42505166,-113.3822945,785.89,246,88.9,61.52,1245
39.1565518,125.382175,395,898,-379.0357143,7.643292944,1015.5
442760087,-940902737,2,171,-232,133,3485
39.49063891,124.2888405,947,1046,-272.3571429,8.155996675,809.5
442760087,-940902742,2,159,-229,180,1145
37.84503514,125.7122488,1373,1178,-158.4285714,8.703544348,589.5
442760087,-940902744,5,199,-233,108,545
442760085,-940902734,3,179,-232,172,4805
442760086,-940902740,4,124,-233,186,1440
38.74111179,127.1503675,528,843,-481.5714286,7.150500038,1213.5
442760087,-940902737,1,168,-232,103,2440
53.56746235,-113.7186212,737.23,225,81,65.25,1125
39.86065137,126.543431,491,1032,-730.1428571,5.955850568,1693.5
53.40693392,-113.3055697,780.27,215,14.3,78.79,2079
442760088,-940902736,5,166,-235,143,3240
442760086,-940902739,5,198,-232,167,1460
53.40064143,-113.6033603,722.02,304,12.7,53.48,618
21.540273,-120.516753,10390.02,1593.57,-22,886,1506
18.710621,-120.516749,885.2,1906.354,-1,919,1800
39.03943298,125.736864,999,1218,-732.2142857,5.945895156,1697.5
442760086,-940902737,4,173,-231,165,4040
53.65456472,-113.2732949,641.15,249,2.6,82.05,138
53.40218758,-113.4096316,769.15,363,225.4,75.81,1476
53.65108927,-113.353615,675.65,360,89,81.83,378
38.67794242,128.9543688,1370,936,-101.4642857,8.977318185,479.5
38.90268345,127.9252947,781,1373,-556.1428571,6.792105197,1357.5
53.37978382,-113.3718568,762.33,338,199.3,78.44,78
442760086,-940902736,4,191,-234,100,4555
442760087,-940902736,6,187,-235,125,2535
30.29827,-120.516883,10419.22,623.8017,-13,907,590
53.5765092,-113.6325809,742.88,362,73.5,49.66,39
442760086,-940902741,3,177,-230,170,1290
39.71468453,127.4284406,1112,522,-376.9642857,7.653248356,1011.5
38.66826016,125.6493778,751,,-83.85714286,9.061939189,445.5
32.733569,-119.259177,9618,302.3308,39,889,318
39.60818703,126.127842,549,564,-409.0714286,7.498939466,1073.5
31.943367,-120.266725,10417.37,431.6648,84,887,428
53.49236449,-113.3319408,747.76,262,271.8,68.53,2028
53.5017414,-113.7355106,734.23,218,177.7,70.24,1884
39.15377784,126.7155852,463,280,-93.17857143,9.017139834,463.5
442760087,-940902736,5,125,-232,121,4405
18.578707,-120.517194,311.91,1920.902,5,912,1818
27.987353,-120.517113,10392.61,879.7327,81,897,802
25.038525,-120.517089,4385.3,1206.177,69,908,1172
442760086,-940902736,2,200,-232,118,4305
53.64574886,-113.3507522,676.39,235,91.5,73.6,1392
17.799564,-120.517144,2416.38,2007.159,-33,886,1932
32.706072,-119.29524,9663.7,306.8948,-49,880,322
32.85843,-119.097526,9258.69,281.8078,70,916,300
34.361708,-118.123559,4385.22,78.8673,0,884,108
442760086,-940902735,2,186,-230,141,4920
38.83371268,128.5258834,592,967,25.92857143,9.589576038,233.5
38.8485584,127.4700853,555,967,28,9.599531451,229.5
23.59451,-120.516732,8917.53,1366.174,-18,916,1318
442760086,-940902736,2,111,-232,137,4605
23.404341,-120.516772,9288.24,1387.229,-53,899,1336
53.71552235,-113.3439078,693.23,289,200.8,79.55,1374
53.39882166,-113.4754187,750.69,202,180.5,76.14,882
53.37595339,-113.421253,748.52,353,358.8,68.13,1467
53.40076859,-113.3069471,761.42,376,1.2,67.83,2025
26.375434,-120.516794,1885.93,1057.899,59,885,978
39.16573818,125.0361247,249,1080,-274.4285714,8.146041263,813.5
31.857653,-120.378396,10412.83,445.8789,45,892,440
38.39615775,124.1525671,986,817,-229.8928571,8.360082626,727.5
53.44078349,-113.3362776,755.33,249,198.1,62.49,1479
37.1129318,126.4481054,495,1007,-416.3214286,7.464095524,1087.5
442760086,-940902737,4,102,-231,153,4050
53.65106517,-113.3823598,752.6,305,236.5,117.55,1116
22.329995,-120.516873,10393.62,1506.168,24,894,1434
53.43415621,-113.5150073,751.35,259,287.3,49.32,2667
53.65069615,-113.2759801,619.48,248,0.5,74.18,189
53.42058116,-113.6648097,671.09,329,186.2,56.08,2190
53.50292016,-113.3355967,736.66,252,2.4,83.85,933
442760087,-940902737,1,142,-232,189,2380
39.68662521,128.3769825,1123,280,31.10714286,9.614464569,223.5
40.0368,128.1839,195,586,41,9,145.5
53.63896681,-113.5643611,733.31,388,180.1,93.82,237
442760086,-940902740,3,166,-231,132,1485
442760087,-940902736,4,179,-235,170,2675
53.4124414,-113.4949714,725.53,383,203.1,79.54,2607
38.67348561,127.4486415,1370,1311,-333.4642857,7.862312014,927.5
53.39562279,-113.3033508,772.99,220,275.2,71.06,2073
442760087,-940902737,3,152,-230,141,4365
19.5945,-120.516775,5817.95,1808.645,1,908,1690
53.63044538,-113.2542824,665.88,204,93,81.96,2433
442760087,-940902737,1,160,-230,174,3980
39.1677,127.4817,0,1000,-49,14,205.5
22.84363,-120.516773,10069.65,1449.341,-73,886,1388
442760086,-940902738,1,103,-231,150,1645
442760086,-940902735,4,123,-231,188,4960
53.4462061,-113.6647511,734.31,347,160.6,58.69,447
53.64836367,-113.2731917,621.65,210,0,74.21,1482
53.49612373,-113.7476504,750.71,242,22.7,74.99,1962
19.253007,-120.51678,3944,1846.372,-30,882,1730
27.135795,-120.517052,5871.32,973.8881,-27,892,888
33.800621,-118.367932,6481.01,149.1416,1,900,182
53.54654921,-113.3278046,748.36,358,294.1,35.78,2580
30.276467,-120.516879,10418.49,626.2165,-66,882,592
442760088,-940902736,4,186,-235,136,2765
32.29238,-119.825252,10217.43,374.7416,65,913,380
18.038171,-120.516696,753.33,1980.721,68,888,1900
53.38432896,-113.441096,730.64,383,181.9,72.07,2868
53.55304608,-113.7177615,751.7,314,47.2,72.98,15
38.76153586,128.5157342,943,1312,-111.8214286,8.927541124,499.5
442760087,-940902743,4,137,-235,150,735
25.584113,-120.516936,1500.61,1145.548,-65,899,1100
20.612949,-120.516682,10387.33,1696.167,-85,912,1590
442760087,-940902737,4,131,-230,155,3625
53.64038683,-113.2506234,627.16,358,181.5,76.49,864
37.43571615,128.6377895,1286,1011,-278.5714286,8.126130438,821.5
21.231727,-120.517217,10392.9,1627.713,-53,887,1534
442760087,-940902738,3,157,-231,140,1810
53.37855561,-113.6031742,710.96,269,164.9,89.79,819
19.076376,-120.516783,2981.26,1865.888,22,913,1752
442760088,-940902744,1,162,-232,185,350
53.43505937,-113.4200958,761.77,357,91.4,60.1,777
38.89255302,124.8385496,1170,581,-489.8571429,7.110678389,1229.5
38.90044536,128.9948403,255,1037,-401.8214286,7.533783409,1059.5
53.37787123,-113.5763746,727.67,212,0.1,72.79,1689
442760086,-940902735,1,164,-231,154,4945
53.43535462,-113.3810935,802.72,322,259.2,80.89,24
39.75227364,124.08393,1274,1231,-277.5357143,8.131108144,819.5
22.865804,-120.517037,10045.1,1446.887,-19,892,1386
53.41514591,-113.5549855,726.6,274,219.1,67.59,1302
27.080024,-120.517075,5542.65,980.0507,-9,914,894
53.41927229,-113.4899291,733.69,352,22.6,83.73,681
23.106653,-120.517176,9753.43,1420.199,-24,905,1364
53.44704215,-113.5981325,718.81,399,331.3,72.54,2874
442760087,-940902737,3,133,-234,146,3325
53.65877246,-113.5502185,722.32,348,89.8,91.2,102
442760086,-940902739,4,115,-233,176,1550
38.97716072,128.7958145,1255,586,-28.96428571,9.325757614,339.5
53.65415014,-113.4185607,716.58,303,179.6,79.69,1794
53.58741235,-113.7039647,695.94,344,202.4,78.89,2751
53.38809136,-113.4439313,719.89,355,1.6,76.61,2940
39.05613153,128.7655254,255,947,-198.8214286,8.50941381,667.5
26.463922,-120.516747,2262.91,1048.119,85,893,966
38.09513174,127.2556391,1212,562,-359.3571429,7.73786936,977.5
53.70860261,-113.327049,679.58,397,264.6,79.52,2970
39.69202526,127.3076811,126,1373,-628.6428571,6.443665768,1497.5
53.40212243,-113.4550667,735.43,205,4.3,71.44,2181
53.38945035,-113.4334036,734.58,390,185.1,72.86,987
29.200269,-120.51671,10419.74,745.4406,-57,896,690
23.383153,-120.516827,9329.06,1389.582,14,895,1338
37.17917473,128.5748583,35,833,-624.5,6.463576593,1489.5
37.10330157,124.134582,915,1052,-500.2142857,7.060901328,1249.5
53.71011321,-113.545844,690.8,298,95.9,42.65,492
37.82036289,126.4796089,908,531,-602.75,6.568108421,1447.5
53.52321519,-113.7497647,746.83,384,160.5,75.8,2778
442760087,-940902737,3,170,-234,172,2470
19.925796,-120.516766,7571.31,1772.056,-1,886,1654
53.5351907,-113.6649126,720.91,377,0.3,78.35,339
442760088,-940902738,2,143,-228,174,1950
53.40672217,-113.4922028,731.33,295,180.3,72.73,1533
39.85586963,128.3528748,339,1028,-675.25,6.219668993,1587.5
37.53389609,124.1213946,177,956,-702.1785714,6.090248633,1639.5
53.46665752,-113.361518,746.56,266,269.5,66.89,2742
442760086,-940902740,1,170,-232,125,1330
53.52646591,-113.6531275,745.03,294,3.4,80.43,900
53.43726182,-113.3711139,802.43,246,65,66.82,2835
442760087,-940902741,5,116,-231,152,965
442760086,-940902735,6,147,-233,104,4640
37.70210809,124.2729986,796,1371,-179.1428571,8.603990226,629.5
442760087,-940902736,2,117,-232,158,3860
33.108744,-118.77121,8492.09,240.5319,-23,888,264
18.551481,-120.51676,237.31,1923.897,-73,908,1822
39.40750937,126.5139813,56,978,-477.4285714,7.170410862,1205.5
27.923817,-120.516986,10115.66,886.7793,-66,909,808
53.44550218,-113.6838199,718.21,336,270.8,73.75,2373
38.86024181,125.0402439,1379,882,-566.5,6.742328136,1377.5
39.39204446,128.0240043,381,901,-153.25,8.728432879,579.5
442760087,-940902745,3,176,-231,102,490
53.64081172,-113.3496524,689.45,321,251.5,71.14,1119
442760088,-940902736,2,193,-235,100,2780
53.49607031,-113.8048966,741.8,314,341.8,73,156
442760086,-940902740,4,164,-232,126,1350
18.118397,-120.517119,222.31,1971.788,60,894,1888
29.64028,-120.516772,10421.73,696.7078,-72,895,650
53.41160129,-113.4926172,740.33,242,5.3,77.66,516
442760087,-940902737,6,186,-230,110,3630
442760088,-940902745,2,183,-232,181,335
442760086,-940902740,5,166,-234,176,1385
442760086,-940902738,3,137,-234,154,1585
53.65213528,-113.2716381,620.36,363,179.6,77.55,123
442760086,-940902737,6,119,-230,190,4025
18.105533,-120.516739,289.27,1973.216,-32,918,1890
53.6447388,-113.2960674,633.93,323,184.3,80.11,1170
442760087,-940902736,1,187,-233,150,4125
442760086,-940902740,1,117,-232,104,1345
21.518265,-120.51677,10389.46,1596.004,-9,887,1508
18.261904,-120.517265,182.11,1955.942,-53,882,1866
23.149662,-120.517189,9706.29,1415.433,-80,903,1360
22.241898,-120.51713,10393.11,1515.912,-54,887,1442
39.11240703,126.419105,1113,1261,-570.6428571,6.722417311,1385.5
39.40167,127.5369,195,586,-86,13,71.5
53.60498671,-113.620398,740.2,322,227.5,73.17,462
53.50443065,-113.7013964,742.69,273,179.6,77.59,2571
26.525535,-120.516791,2515.53,1041.309,-19,901,958
28.548634,-120.516748,10418.73,817.5894,59,890,750
37.08070416,124.7135576,402,1249,-162.5714286,8.683633524,597.5
31.987291,-120.211949,10413.28,424.5355,33,898,422
53.68119096,-113.3826279,676.91,373,36.5,89.55,2058
53.53730371,-113.7480353,739.08,292,80.9,80.94,1167
32.593789,-119.439749,9812.25,325.3662,72,897,338
442760087,-940902742,1,100,-231,156,935
21.474232,-120.516812,10390.37,1600.873,58,915,1512
53.42033927,-113.3318845,768.09,253,359.1,74.06,537
37.21311842,124.0972867,173,1369,-729.1071429,5.960828274,1691.5
442760086,-940902739,1,192,-229,125,1730
442760087,-940902745,4,180,-232,187,515
53.45592031,-113.6630329,719.76,234,179.3,57.26,2316
37.9245453,126.6027525,271,1138,-326.2142857,7.897155956,913.5
24.29868,-120.516882,7093.5,1288.208,26,899,1250
34.175627,-118.323974,5545.82,107.2592,-13,902,140
53.5033377,-113.7254764,745.44,375,222.6,82.55,1434
37.25012665,126.9904512,416,280,35.25,9.634375394,215.5
38.6411095,124.7069374,1186,599,-569.6071429,6.727395017,1383.5
442760086,-940902735,2,144,-233,125,4645
53.48854572,-113.3623987,747.56,350,125,94.48,1002
38.0660259,124.4153708,1050,634,-197.7857143,8.514391516,665.5
53.63835274,-113.5516231,747.89,294,213,93.95,1017
25.678315,-120.516849,912.51,1135.081,-37,900,1086
18.235124,-120.517269,182.9,1958.899,-29,900,1870
442760086,-940902739,3,200,-230,171,1705
53.53613799,-113.8038717,742.9,222,169.9,86.09,1377
442760087,-940902737,3,132,-232,120,2435
18.53793,-120.516808,199.83,1925.401,-86,916,1824
37.21858948,128.3720778,675,820,-535.4285714,6.891659319,1317.5
442760087,-940902737,6,174,-231,180,3540
39.40167,127.5369,195,586,65,14,73.5
442760087,-940902742,2,183,-228,101,1125
24.746356,-120.517226,5586.81,1238.56,-42,890,1204
53.43436482,-113.4075915,806.05,321,320,82.38,867
27.006508,-120.517018,5109.69,988.1729,84,887,902
53.48415807,-113.3591559,756.01,207,179.6,71.91,2352
37.73329134,128.6750406,1195,808,-711.5,6.045449278,1657.5
26.605553,-120.51697,2907.26,1032.482,53,886,948
53.55073951,-113.7177844,759.17,333,91.3,77.98,375
33.650451,-118.385909,6851.55,165.8998,-39,903,198
53.38938981,-113.3304467,762.72,218,274.3,54.28,2421
53.38670617,-113.4398274,740.46,382,182.8,69.21,210
53.59761567,-113.6310302,748.28,234,227.2,63.25,1836
23.171042,-120.517097,9681.29,1413.066,-24,880,1358
39.62738359,127.4244578,1248,979,-616.2142857,6.503398242,1473.5
37.26163186,128.9994155,659,1136,-104.5714286,8.962385067,485.5
30.232842,-120.517132,10419.21,631.0545,-50,906,596
53.44937458,-113.3033221,762.2,328,186.4,67.78,1041
37.98343509,126.0845171,994,912,-789.1785714,5.672121319,1807.5
38.99083,127.6236,195,200,-36,15,83.5
18.354798,-120.517997,175.18,1945.643,-58,898,1852
28.202855,-120.517154,10417.19,855.8913,-29,918,782
53.69168714,-113.3605261,677.06,319,211.9,71,1110
53.44443327,-113.6970733,727.39,205,90,78.87,1386
27.966156,-120.517162,10327.98,882.0746,-51,891,804
442760087,-940902737,1,154,-231,181,3560
33.893107,-118.356812,6186.94,138.8309,39,917,172
53.54903174,-113.7074083,731.85,217,268.7,59.32,2109
38.62847912,124.9901619,925,1371,-674.2142857,6.224646699,1585.5
39.10512578,127.6230837,1222,516,-688.7142857,6.154958813,1613.5
18.592648,-120.517166,349.48,1919.359,-52,887,1816
30.92563,-120.516877,10416.26,554.2908,-2,901,532
39.63177829,127.4697647,881,839,-181.2142857,8.594034814,633.5
53.71387257,-113.3440299,700.1,375,179.6,68.77,117
53.64569343,-113.3485292,676.34,332,92.5,60.03,255
22.132256,-120.516954,10390.19,1528.04,82,911,1452
442760087,-940902736,2,188,-231,190,2120
53.64692379,-113.346726,673.98,328,250.2,53.74,2262
442760086,-940902741,5,125,-231,140,1235
38.06977438,124.864235,642,574,-347.9642857,7.792624128,955.5
442760088,-940902745,6,110,-232,117,270
442760087,-940902737,1,133,-235,101,2720
442760087,-940902738,6,117,-231,141,1885
39.6596,124.7057,195,586,-2,13,63.5
24.594762,-120.51704,6209.19,1255.364,57,897,1220
37.23425301,125.6867038,619,538,-468.1071429,7.215210217,1187.5
18.023933,-120.51676,856.78,1982.305,-33,912,1902
53.64950342,-113.2905718,662.82,353,1.9,110.82,1359
53.4186085,-113.6662559,656.54,350,357.5,64.37,291
39.37432512,126.513196,849,702,-715.6428571,6.025538454,1665.5
53.40324647,-113.615354,711.3,235,183,73.89,612
38.11532781,127.2082102,329,1211,-175,8.62390105,621.5
33.514246,-118.402828,7142.17,181.1148,87,883,212
53.53670017,-113.667673,736.87,307,194.2,91.95,1362
442760086,-940902736,5,121,-230,102,4240
53.42606828,-113.3910586,767.88,353,235,52.66,2346
19.75545,-120.517176,6718.6,1790.853,-16,885,1672
19.576858,-120.516752,5709.67,1810.595,70,895,1692
33.87465,-118.359177,6244.38,140.8881,-71,906,174
17.814567,-120.517146,2314.03,2005.502,51,887,1930
442760086,-940902739,4,160,-233,168,1545
28.829925,-120.517239,10418.79,786.4342,56,897,724
53.43710761,-113.4545898,731.52,263,100.2,72.31,135
37.67874642,127.7551662,621,896,-673.1785714,6.229624405,1583.5
19.612155,-120.517231,5925.91,1806.683,-88,900,1688
53.43687039,-113.360272,777.66,316,67,79.6,1896
21.737945,-120.517101,10391.23,1571.684,16,914,1488
37.17954628,124.4591894,130,742,-105.6071429,8.957407361,487.5
442760086,-940902738,4,132,-231,119,1695
442760086,-940902739,2,116,-233,106,1525
38.68682282,128.1878624,1392,1370,-186.3928571,8.569146283,643.5
